,zip,population,city,county,state,latitude,longitude
1285,77044,51978,Houston,Harris,TX,29.906616,-95.180608
1286,78665,51925,Sandy,Blanco,TX,30.543419,-97.645602
1287,77081,51781,Houston,Harris,TX,29.712099,-95.480935
1288,78704,51422,Austin,Travis,TX,30.243032,-97.765081
1289,79907,51208,El Paso,El Paso,TX,31.707231,-106.326563
1290,77388,50972,Spring,Harris,TX,30.057802,-95.470985
1291,75023,50923,Plano,Collin,TX,33.056756,-96.730831
1292,78155,50832,Seguin,Guadalupe,TX,29.542743,-97.937075
1293,77581,50737,Pearland,Brazoria,TX,29.561554,-95.279739
1294,78758,50575,Austin,Travis,TX,30.387979,-97.706853
1295,76116,50371,Fort Worth,Tarrant,TX,32.720723,-97.447033
1296,77040,50343,Houston,Harris,TX,29.874575,-95.527099
1297,78201,50336,San Antonio,Bexar,TX,29.468413,-98.528889
1298,77099,50326,Houston,Harris,TX,29.670869,-95.58599
1299,77511,50140,Alvin,Brazoria,TX,29.380858,-95.241857
1300,78526,50057,Brownsville,Cameron,TX,25.989042,-97.443339
1301,76542,49765,Killeen,Bell,TX,31.011816,-97.74188
1302,78227,49326,San Antonio,Bexar,TX,29.406624,-98.630303
1303,75060,49307,Irving,Dallas,TX,32.796483,-96.954806
1304,75062,49296,Irving,Dallas,TX,32.84737,-96.957871
1305,79424,49191,Lubbock,Lubbock,TX,33.468167,-101.947592
1306,77064,49042,Houston,Harris,TX,29.918045,-95.535685
1307,75104,48821,Cedar Hill,Dallas,TX,32.580181,-96.964675
1308,75028,48641,Flower Mound,Denton,TX,33.03271,-97.06007
1309,78744,48551,Austin,Travis,TX,30.176044,-97.727787
1310,78233,48060,San Antonio,Bexar,TX,29.555818,-98.361905
1311,78840,47993,Del Rio,Val Verde,TX,29.729903,-100.881337
1312,75093,47908,Plano,Collin,TX,33.034224,-96.811608
1313,78741,47529,Austin,Travis,TX,30.230506,-97.714185
1314,76131,47377,Fort Worth,Tarrant,TX,32.881807,-97.345956
1315,78041,47207,Laredo,Webb,TX,27.545398,-99.462022
1316,78258,47146,San Antonio,Bexar,TX,29.634097,-98.497426
1317,77093,46985,Houston,Harris,TX,29.8634,-95.341409
1318,77075,46588,Houston,Harris,TX,29.62042,-95.268939
1319,76017,46312,Arlington,Tarrant,TX,32.662513,-97.164024
1320,78043,46141,Laredo,Webb,TX,27.554788,-99.265533
1321,76210,46046,Denton,Denton,TX,33.149467,-97.096016
1322,78759,45901,Austin,Travis,TX,30.402665,-97.761062
1323,78230,45661,San Antonio,Bexar,TX,29.546515,-98.557207
1324,79762,45474,Odessa,Ector,TX,31.925466,-102.357932
1325,77060,45376,Houston,Harris,TX,29.935512,-95.397624
1326,78216,45325,San Antonio,Bexar,TX,29.537264,-98.487882
1327,75044,45284,Garland,Dallas,TX,32.964607,-96.649686
1328,77080,45254,Houston,Harris,TX,29.815894,-95.522885
1329,77055,45201,Houston,Harris,TX,29.796871,-95.49165
1330,78213,45124,San Antonio,Bexar,TX,29.516395,-98.523017
1331,78537,45120,Donna,Hidalgo,TX,26.1619,-98.058657
1332,77338,45092,Humble,Harris,TX,30.017301,-95.286217
1333,78209,44706,San Antonio,Bexar,TX,29.488906,-98.456235
1334,75165,44571,Waxahachie,Ellis,TX,32.372201,-96.784944
1335,77539,44228,Dickinson,Galveston,TX,29.45219,-95.027849
1336,78582,44047,Rio Grande City,Starr,TX,26.530903,-98.740235
1337,78414,44014,Corpus Christi,Nueces,TX,27.662537,-97.371357
1338,79109,43652,Amarillo,Randall,TX,35.166416,-101.886423
1339,78108,43579,Cibolo,Guadalupe,TX,29.570142,-98.2178
1340,75050,43190,Grand Prairie,Dallas,TX,32.773069,-97.005227
1341,75019,43137,Coppell,Dallas,TX,32.963417,-96.984664
1342,79705,43119,Midland,Midland,TX,32.05121,-102.059633
1343,75024,43041,Plano,Collin,TX,33.075422,-96.802686
1344,75013,42956,Allen,Collin,TX,33.114327,-96.693964
1345,75703,42955,Tyler,Smith,TX,32.235097,-95.320779
1346,76502,42946,Temple,Bell,TX,31.103931,-97.41202
1347,76108,42902,Fort Worth,Tarrant,TX,32.787541,-97.52379
1348,77057,42897,Houston,Harris,TX,29.744081,-95.487974
1349,77901,42620,Victoria,Victoria,TX,28.804947,-96.984711
1350,78221,42535,San Antonio,Bexar,TX,29.298776,-98.483212
1351,78412,42385,Corpus Christi,Nueces,TX,27.703573,-97.345045
1352,79423,42354,Lubbock,Lubbock,TX,33.439976,-101.855463
1353,79927,42221,El Paso,El Paso,TX,31.640206,-106.268949
1354,76112,42218,Fort Worth,Tarrant,TX,32.747426,-97.217658
1355,77339,42193,Humble,Harris,TX,30.046777,-95.221022
1356,75154,42192,Red Oak,Ellis,TX,32.521773,-96.807315
1357,76513,42162,Belton,Bell,TX,31.051688,-97.499909
1358,78415,41976,Corpus Christi,Nueces,TX,27.65787,-97.479816
1359,78253,41900,San Antonio,Bexar,TX,29.469011,-98.797801
1360,77063,41829,Houston,Harris,TX,29.736295,-95.523292
1361,78573,41336,Mission,Hidalgo,TX,26.296191,-98.299959
1362,75051,41317,Grand Prairie,Dallas,TX,32.72944,-96.996462
1363,77583,41305,Rosharon,Brazoria,TX,29.381094,-95.46932
1364,78237,41247,San Antonio,Bexar,TX,29.421133,-98.570938
1365,78154,41171,Schertz,Guadalupe,TX,29.547159,-98.262598
1366,76262,41158,Roanoke,Denton,TX,33.009335,-97.22672
1367,78589,41112,San Juan,Hidalgo,TX,26.167843,-98.154834
1368,75220,41110,Dallas,Dallas,TX,32.868529,-96.876118
1369,75231,40987,Dallas,Dallas,TX,32.873485,-96.747539
1370,77073,40979,Houston,Harris,TX,29.999166,-95.400119
1371,77074,40891,Houston,Harris,TX,29.687947,-95.515725
1372,75081,40825,Richardson,Dallas,TX,32.948918,-96.709719
1373,77042,40659,Houston,Harris,TX,29.741325,-95.560254
1374,77493,40547,Katy,Harris,TX,29.853215,-95.831456
1375,77705,40224,Beaumont,Jefferson,TX,29.898029,-94.161175
1376,77007,40112,Houston,Harris,TX,29.771545,-95.411083
1377,78028,40058,Kerrville,Kerr,TX,30.036565,-99.163069
1378,77382,40026,Spring,Montgomery,TX,30.194968,-95.54819
1379,78040,39997,Laredo,Webb,TX,27.513811,-99.502143
1380,77065,39951,Houston,Harris,TX,29.926473,-95.60379
1381,77389,39907,Spring,Harris,TX,30.123469,-95.517064
1382,79925,39868,El Paso,El Paso,TX,31.79695,-106.35688
1383,77354,39843,Magnolia,Montgomery,TX,30.216858,-95.647214
1384,77092,39841,Houston,Harris,TX,29.830024,-95.474409
1385,75063,39831,Irving,Dallas,TX,32.92043,-96.986323
1386,78413,39782,Corpus Christi,Nueces,TX,27.683192,-97.406176
1387,76706,39667,Waco,Mclennan,TX,31.475671,-97.083854
1388,75206,39653,Dallas,Dallas,TX,32.831279,-96.771191
1389,75234,39644,Dallas,Dallas,TX,32.923189,-96.891721
1390,76248,39641,Keller,Tarrant,TX,32.924005,-97.225146
1391,78232,39638,San Antonio,Bexar,TX,29.588638,-98.474585
1392,78628,39529,Georgetown,Williamson,TX,30.664239,-97.776853
1393,78610,39498,Buda,Hays,TX,30.078514,-97.838012
1394,77489,39444,Missouri City,Fort Bend,TX,29.600434,-95.515549
1395,78109,39424,Converse,Bexar,TX,29.487774,-98.291474
1396,77090,39289,Houston,Harris,TX,30.00824,-95.438996
1397,78552,38982,Harlingen,Cameron,TX,26.193782,-97.75069
1398,77049,38915,Houston,Harris,TX,29.832928,-95.14904
1399,76106,38906,Fort Worth,Tarrant,TX,32.816684,-97.359633
1400,76065,38800,Midlothian,Ellis,TX,32.46941,-96.990665
1401,75077,38764,Lewisville,Denton,TX,33.081178,-97.060924
1402,77066,38753,Houston,Harris,TX,29.957234,-95.503258
1403,78218,38749,San Antonio,Bexar,TX,29.490048,-98.397135
1404,77024,38723,Houston,Harris,TX,29.772179,-95.514203
1405,77004,38721,Houston,Harris,TX,29.724893,-95.363752
1406,79707,38644,Midland,Midland,TX,32.043685,-102.198726
1407,78626,38537,Georgetown,Williamson,TX,30.657897,-97.617886
1408,78749,38503,Austin,Travis,TX,30.216184,-97.85585
1409,77471,38430,Rosenberg,Fort Bend,TX,29.548404,-95.861706
1410,77377,38233,Tomball,Harris,TX,30.061727,-95.681504
1411,77502,38117,Pasadena,Harris,TX,29.679518,-95.199783
1412,77506,37968,Pasadena,Harris,TX,29.713919,-95.199702
1413,77642,37902,Port Arthur,Jefferson,TX,29.95802,-93.891921
1414,76039,37896,Euless,Tarrant,TX,32.860285,-97.086028
1415,77087,37703,Houston,Harris,TX,29.686519,-95.303917
1416,77571,37699,La Porte,Harris,TX,29.688459,-95.057379
1417,75224,37602,Dallas,Dallas,TX,32.711405,-96.838591
1418,75248,37602,Dallas,Dallas,TX,32.969699,-96.797334
1419,75069,37582,Mc Kinney,Collin,TX,33.179984,-96.585712
1420,78006,37568,Boerne,Kendall,TX,29.85855,-98.703353
1421,78723,37552,Austin,Travis,TX,30.304274,-97.685715
1422,75042,37458,Garland,Dallas,TX,32.911702,-96.674838
1423,78539,37411,Edinburg,Hidalgo,TX,26.280689,-98.183295
1424,76522,37382,Copperas Cove,Coryell,TX,31.219045,-97.968224
1425,75075,37310,Plano,Collin,TX,33.021268,-96.741558
1426,75089,37310,Rowlett,Dallas,TX,32.936586,-96.551566
1427,78634,37298,Hutto,Williamson,TX,30.560322,-97.546399
1428,76001,37231,Arlington,Tarrant,TX,32.635563,-97.148829
1429,77009,37149,Houston,Harris,TX,29.795344,-95.36759
1430,76180,37117,North Richland Hills,Tarrant,TX,32.840011,-97.225295
1431,76123,37075,Fort Worth,Tarrant,TX,32.619311,-97.393958
1432,78210,37061,San Antonio,Bexar,TX,29.395776,-98.464401
1433,79915,36797,El Paso,El Paso,TX,31.746041,-106.371426
1434,77034,36778,Houston,Harris,TX,29.61951,-95.191644
1435,75087,36718,Rockwall,Rockwall,TX,32.943901,-96.452875
1436,76904,36688,San Angelo,Tom Green,TX,31.271515,-100.400625
1437,79763,36688,Odessa,Ector,TX,31.799158,-102.47409
1438,77014,36560,Houston,Harris,TX,29.981209,-95.463971
1439,77035,36392,Houston,Harris,TX,29.655503,-95.471663
1440,76227,36392,Aubrey,Denton,TX,33.273603,-96.990042
1441,76002,36302,Arlington,Tarrant,TX,32.621861,-97.093485
1442,77008,36248,Houston,Harris,TX,29.798249,-95.416933
1443,78516,36248,Alamo,Hidalgo,TX,26.144539,-98.121312
1444,77320,36091,Huntsville,Walker,TX,30.804668,-95.550872
1445,75701,36089,Tyler,Smith,TX,32.321937,-95.302223
1446,77304,35893,Conroe,Montgomery,TX,30.32776,-95.516045
1447,78229,35589,San Antonio,Bexar,TX,29.501861,-98.569302
1448,77477,35496,Stafford,Fort Bend,TX,29.624261,-95.568033
1449,77381,35487,Spring,Montgomery,TX,30.178248,-95.50096
1450,75501,35352,Texarkana,Bowie,TX,33.371831,-94.139813
1451,78217,35257,San Antonio,Bexar,TX,29.538074,-98.415198
1452,75904,35208,Lufkin,Angelina,TX,31.340748,-94.82623
1453,76021,35168,Bedford,Tarrant,TX,32.852971,-97.130443
1454,78242,35159,San Antonio,Bexar,TX,29.3504,-98.607054
1455,77045,35010,Houston,Harris,TX,29.635793,-95.432889
1456,76013,34763,Arlington,Tarrant,TX,32.719328,-97.155028
1457,77076,34668,Houston,Harris,TX,29.860021,-95.382184
1458,75214,34658,Dallas,Dallas,TX,32.828494,-96.745968
1459,79416,34628,Lubbock,Lubbock,TX,33.600031,-101.982853
1460,77535,34603,Dayton,Liberty,TX,30.054493,-94.92209
1461,77067,34582,Houston,Harris,TX,29.952629,-95.446609
1462,78211,34539,San Antonio,Bexar,TX,29.34255,-98.570024
1463,77301,34512,Conroe,Montgomery,TX,30.307375,-95.438548
1464,79720,34454,Big Spring,Howard,TX,32.253541,-101.47264
1465,77351,34367,Livingston,Polk,TX,30.717792,-94.817231
1466,75078,34300,Prosper,Collin,TX,33.241758,-96.811855
1467,77365,34286,Porter,Montgomery,TX,30.106737,-95.29715
1468,79107,34204,Amarillo,Potter,TX,35.230592,-101.802502
1469,77803,34026,Bryan,Brazos,TX,30.681053,-96.386067
1470,77017,34010,Houston,Harris,TX,29.689824,-95.252393
1471,78244,33988,San Antonio,Bexar,TX,29.474147,-98.348083
1472,75032,33956,Rockwall,Rockwall,TX,32.857112,-96.43121
1473,79761,33955,Odessa,Ector,TX,31.855051,-102.350647
1474,78750,33860,Austin,Travis,TX,30.418557,-97.802545
1475,77520,33837,Baytown,Harris,TX,29.733275,-94.994118
1476,77041,33762,Houston,Harris,TX,29.8586,-95.580768
1477,76110,33720,Fort Worth,Tarrant,TX,32.707831,-97.338265
1478,77515,33634,Angleton,Brazoria,TX,29.174921,-95.450088
1479,76040,33419,Euless,Tarrant,TX,32.814107,-97.091323
1480,75238,33396,Dallas,Dallas,TX,32.878497,-96.707819
1481,78132,33368,New Braunfels,Comal,TX,29.758817,-98.191068
1482,77096,33299,Houston,Harris,TX,29.675339,-95.479372
1483,76014,33289,Arlington,Tarrant,TX,32.692105,-97.086517
1484,78705,33262,Austin,Travis,TX,30.294333,-97.738517
1485,79904,33084,El Paso,El Paso,TX,31.852764,-106.447636
1486,78570,32841,Mercedes,Hidalgo,TX,26.174608,-97.912659
1487,77079,32826,Houston,Harris,TX,29.776093,-95.603037
1488,75232,32823,Dallas,Dallas,TX,32.660862,-96.840948
1489,77047,32747,Houston,Harris,TX,29.61065,-95.386863
1490,77536,32745,Deer Park,Harris,TX,29.698461,-95.121268
1491,75229,32739,Dallas,Dallas,TX,32.893295,-96.864339
1492,79701,32692,Midland,Midland,TX,31.992384,-102.081464
1493,75605,32438,Longview,Gregg,TX,32.582243,-94.725529
1494,76117,32191,Haltom City,Tarrant,TX,32.803436,-97.267376
1495,77530,32070,Channelview,Harris,TX,29.785907,-95.117207
1496,75204,32032,Dallas,Dallas,TX,32.802127,-96.788853
1497,76543,32031,Killeen,Bell,TX,31.149208,-97.633196
1498,76182,31889,North Richland Hills,Tarrant,TX,32.886201,-97.207731
1499,76705,31868,Waco,Mclennan,TX,31.620914,-97.098526
1500,78727,31856,Austin,Travis,TX,30.429937,-97.717796
1501,76092,31837,Southlake,Tarrant,TX,32.959875,-97.148437
1502,76016,31705,Arlington,Tarrant,TX,32.689222,-97.18913
1503,77053,31521,Houston,Harris,TX,29.583542,-95.460693
1504,76903,31429,San Angelo,Tom Green,TX,31.484819,-100.43787
1505,77340,31404,Huntsville,Walker,TX,30.6402,-95.538432
1506,75041,31250,Garland,Dallas,TX,32.880196,-96.651555
1507,76548,31247,Harker Heights,Bell,TX,31.050856,-97.644625
1508,77355,31201,Magnolia,Montgomery,TX,30.156257,-95.74926
1509,77590,31045,Texas City,Galveston,TX,29.391397,-94.920149
1510,76901,30972,San Angelo,Tom Green,TX,31.610896,-100.553311
1511,76140,30930,Fort Worth,Tarrant,TX,32.619927,-97.278066
1512,75241,30863,Dallas,Dallas,TX,32.665447,-96.759451
1513,75189,30842,Royse City,Rockwall,TX,32.942051,-96.31166
1514,75010,30784,Carrollton,Denton,TX,33.050164,-96.87454
1515,76020,30487,Azle,Tarrant,TX,32.900196,-97.561179
1516,77016,30462,Houston,Harris,TX,29.862532,-95.29998
1517,77038,30428,Houston,Harris,TX,29.918595,-95.441194
1518,77086,30347,Houston,Harris,TX,29.919035,-95.491607
1519,76053,30317,Hurst,Tarrant,TX,32.8172,-97.180586
1520,75208,30064,Dallas,Dallas,TX,32.753141,-96.839613
1521,76049,30062,Granbury,Hood,TX,32.460255,-97.706784
1522,77532,30042,Crosby,Harris,TX,29.932872,-95.057187
1523,75604,29922,Longview,Gregg,TX,32.509164,-94.824416
1524,76401,29904,Stephenville,Erath,TX,32.282235,-98.196717
1525,77357,29890,New Caney,Montgomery,TX,30.161065,-95.189809
1526,75038,29886,Irving,Dallas,TX,32.874776,-96.996862
1527,78023,29847,Helotes,Bexar,TX,29.609914,-98.746764
1528,78418,29789,Corpus Christi,Nueces,TX,27.627121,-97.269242
1529,77706,29707,Beaumont,Jefferson,TX,30.102243,-94.173445
1530,75110,29665,Corsicana,Navarro,TX,32.084915,-96.528172
1531,78653,29622,Manor,Travis,TX,30.339696,-97.523512
1532,78717,29463,Austin,Williamson,TX,30.492408,-97.748324
1533,76201,29447,Denton,Denton,TX,33.220974,-97.146038
1534,78363,29400,Kingsville,Kleberg,TX,27.444204,-97.865597
1535,76107,29377,Fort Worth,Tarrant,TX,32.742058,-97.38173
1536,77566,29362,Lake Jackson,Brazoria,TX,29.052739,-95.474351
1537,77025,29298,Houston,Harris,TX,29.685706,-95.434764
1538,77033,29267,Houston,Harris,TX,29.66688,-95.335133
1539,76226,29240,Argyle,Denton,TX,33.114714,-97.173909
1540,75901,29148,Lufkin,Angelina,TX,31.301675,-94.641408
1541,76087,29119,Weatherford,Parker,TX,32.682609,-97.782556
1542,77005,29022,Houston,Harris,TX,29.718435,-95.423555
1543,75119,28901,Ennis,Ellis,TX,32.325881,-96.588238
1544,79932,28893,El Paso,El Paso,TX,31.874964,-106.607988
1545,76134,28852,Fort Worth,Tarrant,TX,32.639179,-97.33535
1546,77904,28838,Victoria,Victoria,TX,28.938252,-97.02035
1547,75022,28773,Flower Mound,Denton,TX,33.03489,-97.124906
1548,77345,28593,Humble,Harris,TX,30.053105,-95.157943
1549,76240,28546,Gainesville,Cooke,TX,33.661602,-97.176369
1550,78602,28536,Bastrop,Bastrop,TX,30.12382,-97.32771
1551,77833,28507,Brenham,Washington,TX,30.215075,-96.410272
1552,78617,28376,Del Valle,Travis,TX,30.147375,-97.600145
1553,76018,28353,Arlington,Tarrant,TX,32.66459,-97.096476
1554,77091,28351,Houston,Harris,TX,29.853067,-95.435966
1555,78332,28301,Alice,Jim Wells,TX,27.72486,-98.134831
1556,79106,28289,Amarillo,Potter,TX,35.203066,-101.895003
1557,79605,28259,Abilene,Taylor,TX,32.434599,-99.781827
1558,78102,28253,Beeville,Bee,TX,28.407712,-97.71062
1559,78410,28210,Corpus Christi,Nueces,TX,27.838247,-97.596306
1560,77356,28144,Montgomery,Montgomery,TX,30.465662,-95.729888
1561,77023,28122,Houston,Harris,TX,29.721825,-95.318275
1562,79930,28091,El Paso,El Paso,TX,31.829304,-106.483334
1563,77018,28049,Houston,Harris,TX,29.826448,-95.426267
1564,75212,28017,Dallas,Dallas,TX,32.781246,-96.878831
1565,77380,28014,Spring,Montgomery,TX,30.136972,-95.46836
1566,77039,27987,Houston,Harris,TX,29.911171,-95.341182
1567,78212,27940,San Antonio,Bexar,TX,29.464611,-98.493653
1568,75252,27880,Dallas,Dallas,TX,32.997373,-96.788213
1569,76036,27835,Crowley,Tarrant,TX,32.581023,-97.419617
1570,78729,27707,Austin,Williamson,TX,30.458396,-97.755344
1571,75455,27700,Mount Pleasant,Titus,TX,33.21622,-94.979111
1572,75702,27678,Tyler,Smith,TX,32.362434,-95.315262
1573,78746,27671,Austin,Travis,TX,30.296865,-97.809578
1574,78731,27664,Austin,Travis,TX,30.348236,-97.768136
1575,77071,27650,Houston,Harris,TX,29.651728,-95.519919
1576,77662,27587,Vidor,Orange,TX,30.177924,-94.018171
1577,77316,27475,Montgomery,Montgomery,TX,30.306163,-95.68639
1578,75230,27402,Dallas,Dallas,TX,32.902679,-96.793393
1579,79601,27385,Abilene,Taylor,TX,32.576489,-99.665323
1580,79706,27354,Midland,Midland,TX,31.848988,-102.005075
1581,77630,27279,Orange,Orange,TX,30.067062,-93.868581
1582,77022,27200,Houston,Harris,TX,29.83159,-95.379554
1583,76114,27151,Fort Worth,Tarrant,TX,32.774494,-97.402276
1584,76708,27095,Waco,Mclennan,TX,31.627123,-97.215893
1585,78238,27027,San Antonio,Bexar,TX,29.471773,-98.617679
1586,75766,26995,Jacksonville,Cherokee,TX,31.944675,-95.256775
1587,78239,26966,San Antonio,Bexar,TX,29.518637,-98.362961
1588,75503,26843,Texarkana,Bowie,TX,33.511784,-94.133888
1589,75240,26841,Dallas,Dallas,TX,32.930338,-96.787496
1590,75088,26823,Rowlett,Dallas,TX,32.897841,-96.55037
1591,78214,26805,San Antonio,Bexar,TX,29.324786,-98.470039
1592,76012,26730,Arlington,Tarrant,TX,32.75513,-97.139242
1593,75254,26700,Dallas,Dallas,TX,32.944116,-96.80009
1594,76034,26693,Colleyville,Tarrant,TX,32.891787,-97.149641
1595,78259,26591,San Antonio,Bexar,TX,29.627214,-98.427068
1596,77598,26513,Webster,Harris,TX,29.539422,-95.134995
1597,78754,26508,Austin,Travis,TX,30.355657,-97.644682
1598,77061,26488,Houston,Harris,TX,29.647023,-95.276656
1599,78757,26485,Austin,Travis,TX,30.351538,-97.732571
1600,79072,26404,Plainview,Hale,TX,34.169757,-101.73385
1601,79934,26360,El Paso,El Paso,TX,31.95067,-106.433518
1602,75662,26318,Kilgore,Gregg,TX,32.384458,-94.870169
1603,75092,26297,Sherman,Grayson,TX,33.652101,-96.700254
1604,76132,26265,Fort Worth,Tarrant,TX,32.667539,-97.416806
1605,76209,26244,Denton,Denton,TX,33.231552,-97.109871
1606,77327,26206,Cleveland,Liberty,TX,30.318169,-94.915716
1607,78260,26164,San Antonio,Bexar,TX,29.697453,-98.486728
1608,76712,26104,Woodway,Mclennan,TX,31.526544,-97.261231
1609,77020,26093,Houston,Harris,TX,29.773179,-95.314327
1610,75048,26062,Sachse,Dallas,TX,32.968973,-96.580671
1611,79602,26033,Abilene,Taylor,TX,32.335677,-99.667488
1612,76033,25977,Cleburne,Johnson,TX,32.275189,-97.511185
1613,78222,25935,San Antonio,Bexar,TX,29.35494,-98.371889
1614,77021,25769,Houston,Harris,TX,29.69843,-95.3569
1615,75090,25732,Sherman,Grayson,TX,33.604131,-96.550405
1616,77062,25568,Houston,Harris,TX,29.573552,-95.130613
1617,79606,25568,Abilene,Taylor,TX,32.362783,-99.817314
1618,78411,25548,Corpus Christi,Nueces,TX,27.729894,-97.385247
1619,78702,25393,Austin,Travis,TX,30.263378,-97.714483
1620,78724,25328,Austin,Travis,TX,30.292599,-97.618171
1621,75181,25264,Mesquite,Dallas,TX,32.723893,-96.555804
1622,77802,25257,Bryan,Brazos,TX,30.661252,-96.322614
1623,75482,25108,Sulphur Springs,Hopkins,TX,33.167979,-95.608219
1624,77504,25044,Pasadena,Harris,TX,29.647916,-95.18978
1625,76208,24992,Denton,Denton,TX,33.20863,-97.055409
1626,77043,24957,Houston,Harris,TX,29.81093,-95.584639
1627,77054,24780,Houston,Harris,TX,29.68025,-95.404913
1628,75205,24726,Dallas,Dallas,TX,32.835893,-96.795514
1629,79703,24683,Midland,Midland,TX,31.979427,-102.132366
1630,77478,24673,Sugar Land,Fort Bend,TX,29.620312,-95.605693
1631,75253,24666,Dallas,Dallas,TX,32.674426,-96.609228
1632,76801,24636,Brownwood,Brown,TX,31.748303,-99.032891
1633,77385,24619,Conroe,Montgomery,TX,30.186277,-95.410662
1634,76710,24607,Waco,Mclennan,TX,31.539723,-97.195009
1635,78621,24590,Elgin,Bastrop,TX,30.338584,-97.361224
1636,76048,24586,Granbury,Hood,TX,32.421697,-97.811051
1637,75160,24494,Terrell,Kaufman,TX,32.758408,-96.301323
1638,78114,24463,Floresville,Wilson,TX,29.114718,-98.208661
1639,77414,24254,Bay City,Matagorda,TX,28.908185,-95.868152
1640,77503,24102,Pasadena,Harris,TX,29.703477,-95.158895
1641,76006,24057,Arlington,Tarrant,TX,32.784931,-97.099915
1642,75219,24038,Dallas,Dallas,TX,32.811813,-96.812898
1643,75180,23939,Mesquite,Dallas,TX,32.716606,-96.620087
1644,75460,23926,Paris,Lamar,TX,33.65554,-95.60504
1645,76126,23844,Fort Worth,Tarrant,TX,32.63587,-97.503481
1646,79413,23820,Lubbock,Lubbock,TX,33.547402,-101.885644
1647,76109,23725,Fort Worth,Tarrant,TX,32.70065,-97.386965
1648,76148,23679,Fort Worth,Tarrant,TX,32.868421,-97.252132
1649,79118,23668,Amarillo,Randall,TX,35.106367,-101.739911
1650,78380,23610,Robstown,Nueces,TX,27.791253,-97.742139
1651,79603,23602,Abilene,Taylor,TX,32.333551,-99.927724
1652,76544,23514,Killeen,Bell,TX,31.143642,-97.761047
1653,75082,23418,Richardson,Dallas,TX,32.991557,-96.663063
1654,75094,23408,Plano,Collin,TX,33.021794,-96.615481
1655,75020,23216,Denison,Grayson,TX,33.770785,-96.604061
1656,76086,23161,Weatherford,Parker,TX,32.754964,-97.791085
1657,76052,23080,Haslet,Tarrant,TX,32.986137,-97.374691
1658,77545,23051,Fresno,Fort Bend,TX,29.537301,-95.474615
1659,77586,23003,Seabrook,Harris,TX,29.583816,-95.036166
1660,77505,22967,Pasadena,Harris,TX,29.645646,-95.140307
1661,78148,22955,Universal City,Bexar,TX,29.543813,-98.295356
1662,76105,22922,Fort Worth,Tarrant,TX,32.724047,-97.269432
1663,79015,22914,Canyon,Randall,TX,34.937472,-101.916036
1664,76011,22878,Arlington,Tarrant,TX,32.754272,-97.083196
1665,77578,22822,Manvel,Brazoria,TX,29.482095,-95.362192
1666,76504,22769,Temple,Bell,TX,31.137886,-97.373653
1667,79905,22767,El Paso,El Paso,TX,31.766054,-106.426202
1668,78624,22751,Fredericksburg,Gillespie,TX,30.280938,-98.876683
1669,75218,22712,Dallas,Dallas,TX,32.841987,-96.702574
1670,78801,22707,Uvalde,Uvalde,TX,29.362904,-99.898132
1671,78224,22569,San Antonio,Bexar,TX,29.306228,-98.530819
1672,76111,22567,Fort Worth,Tarrant,TX,32.778499,-97.300112
1673,79764,22519,Odessa,Ector,TX,31.866262,-102.537544
1674,77632,22200,Orange,Orange,TX,30.201442,-93.804542
1675,77551,22198,Galveston,Galveston,TX,29.278188,-94.83329
1676,77019,22164,Houston,Harris,TX,29.75415,-95.409498
1677,79407,22157,Lubbock,Lubbock,TX,33.566862,-102.079243
1678,77056,22155,Houston,Harris,TX,29.748202,-95.468948
1679,75225,22108,Dallas,Dallas,TX,32.864887,-96.790359
1680,77303,22040,Conroe,Montgomery,TX,30.377952,-95.37714
1681,77006,21938,Houston,Harris,TX,29.74097,-95.391301
1682,76115,21907,Fort Worth,Tarrant,TX,32.6785,-97.330511
1683,78728,21857,Austin,Travis,TX,30.45417,-97.692183
1684,75142,21746,Kaufman,Kaufman,TX,32.568163,-96.250214
1685,77550,21710,Galveston,Galveston,TX,29.310535,-94.775768
1686,76205,21657,Denton,Denton,TX,33.192632,-97.129266
1687,75237,21607,Dallas,Dallas,TX,32.665617,-96.873056
1688,75803,21511,Palestine,Anderson,TX,31.881777,-95.679494
1689,77657,21323,Lumberton,Hardin,TX,30.227897,-94.197036
1690,77026,21269,Houston,Harris,TX,29.800187,-95.328888
1691,76082,21151,Springtown,Parker,TX,32.970044,-97.733748
1692,76058,21037,Joshua,Johnson,TX,32.474087,-97.422013
1693,77627,20969,Nederland,Jefferson,TX,29.986791,-94.009416
1694,75159,20857,Seagoville,Dallas,TX,32.604543,-96.543537
1695,78752,20779,Austin,Travis,TX,30.331813,-97.704287
1696,75134,20759,Lancaster,Dallas,TX,32.617663,-96.778058
1697,79902,20752,El Paso,El Paso,TX,31.783715,-106.498544
1698,78503,20703,Mcallen,Hidalgo,TX,26.162332,-98.248702
1699,75401,20689,Greenville,Hunt,TX,33.189002,-96.108829
1700,75146,20663,Lancaster,Dallas,TX,32.564518,-96.752223
1701,78739,20631,Austin,Travis,TX,30.17842,-97.888662
1702,75039,20627,Irving,Dallas,TX,32.885612,-96.942661
1703,78737,20609,Austin,Travis,TX,30.190246,-97.956906
1704,75602,20576,Longview,Gregg,TX,32.449598,-94.666048
1705,75771,20509,Lindale,Smith,TX,32.537897,-95.435716
1706,76067,20437,Mineral Wells,Palo Pinto,TX,32.799602,-98.126806
