,zip,population,city,county,state,latitude,longitude
2543,75850,1387,Leona,Leon,TX,31.135677,-95.935045
2544,78872,1376,La Pryor,Zavala,TX,28.926452,-99.865146
2545,75451,1375,Leesburg,Camp,TX,32.965772,-95.127063
2546,76630,1375,Bruceville,Mclennan,TX,31.340818,-97.211155
2547,75574,1369,Simms,Bowie,TX,33.325004,-94.550659
2548,76264,1368,Sadler,Grayson,TX,33.737974,-96.839543
2549,78615,1363,Coupland,Williamson,TX,30.465454,-97.384111
2550,79744,1362,Iraan,Pecos,TX,30.922006,-101.970261
2551,79031,1360,Earth,Lamb,TX,34.270256,-102.449583
2552,77046,1344,Houston,Harris,TX,29.733777,-95.433346
2553,76933,1340,Bronte,Coke,TX,31.856368,-100.288351
2554,79529,1339,Knox City,Knox,TX,33.431837,-99.853667
2555,75943,1338,Douglass,Nacogdoches,TX,31.627694,-94.910971
2556,76627,1334,Blum,Hill,TX,32.108512,-97.395815
2557,76853,1333,Lometa,Lampasas,TX,31.272122,-98.365338
2558,75669,1332,Long Branch,Panola,TX,32.038799,-94.57588
2559,76635,1330,Coolidge,Limestone,TX,31.71629,-96.661428
2560,78004,1328,Bergheim,Kendall,TX,29.903262,-98.556446
2561,75667,1327,Laneville,Rusk,TX,31.988175,-94.844274
2562,79052,1322,Kress,Swisher,TX,34.361819,-101.742898
2563,79057,1320,Mclean,Gray,TX,35.246,-100.642178
2564,79543,1319,Roby,Fisher,TX,32.71433,-100.407773
2565,75928,1318,Bon Wier,Newton,TX,30.671395,-93.71134
2566,76239,1310,Forestburg,Montague,TX,33.503014,-97.529509
2567,79358,1306,Ropesville,Hockley,TX,33.442185,-102.195033
2568,78946,1298,Ledbetter,Fayette,TX,30.188404,-96.778991
2569,79502,1297,Aspermont,Stonewall,TX,33.183064,-100.245133
2570,76626,1294,Blooming Grove,Navarro,TX,32.122997,-96.723082
2571,75556,1292,Bloomburg,Cass,TX,33.154789,-94.062407
2572,77661,1292,Stowell,Chambers,TX,29.751627,-94.420716
2573,77442,1286,Garwood,Colorado,TX,29.422281,-96.506236
2574,78379,1285,Riviera,Kleberg,TX,27.306614,-97.780427
2575,79739,1278,Garden City,Glasscock,TX,31.769325,-101.506391
2576,76951,1274,Sterling City,Sterling,TX,31.802748,-101.055625
2577,77873,1272,Richards,Grimes,TX,30.564947,-95.800223
2578,78632,1268,Harwood,Gonzales,TX,29.69611,-97.470663
2579,76596,1268,Gatesville,Coryell,TX,31.476843,-97.728445
2580,79227,1260,Crowell,Foard,TX,33.899685,-99.769784
2581,79345,1248,Meadow,Terry,TX,33.337542,-102.33135
2582,75449,1247,Ladonia,Fannin,TX,33.420872,-95.945707
2583,76578,1233,Thrall,Williamson,TX,30.535409,-97.23717
2584,75468,1228,Pattonville,Lamar,TX,33.50217,-95.40288
2585,77971,1227,Lolita,Jackson,TX,28.833262,-96.521612
2586,77585,1226,Saratoga,Hardin,TX,30.295238,-94.524753
2587,76228,1215,Bellevue,Clay,TX,33.61791,-98.062664
2588,78954,1207,Round Top,Fayette,TX,30.043016,-96.699188
2589,75926,1207,Apple Springs,Trinity,TX,31.248085,-94.969099
2590,76679,1206,Purdon,Navarro,TX,31.927546,-96.579359
2591,76475,1204,Strawn,Palo Pinto,TX,32.676032,-98.48307
2592,75447,1201,Ivanhoe,Fannin,TX,33.776751,-96.10937
2593,78933,1194,Cat Spring,Austin,TX,29.790645,-96.359065
2594,77853,1189,Dime Box,Lee,TX,30.354823,-96.840158
2595,76525,1188,Evant,Coryell,TX,31.499723,-98.13064
2596,75439,1186,Ector,Fannin,TX,33.55352,-96.282897
2597,78005,1176,Bigfoot,Frio,TX,28.941736,-98.851298
2598,75477,1172,Roxton,Lamar,TX,33.529909,-95.738073
2599,79541,1172,Ovalo,Taylor,TX,32.147788,-99.810223
2600,75560,1170,Douglassville,Cass,TX,33.185033,-94.36393
2601,76538,1167,Jonesboro,Coryell,TX,31.628871,-97.922097
2602,77419,1148,Blessing,Matagorda,TX,28.849599,-96.256786
2603,75435,1146,Deport,Lamar,TX,33.482646,-95.320088
2604,75437,1144,Dike,Hopkins,TX,33.261225,-95.47242
2605,77982,1139,Port O Connor,Calhoun,TX,28.444644,-96.491788
2606,75420,1135,Brashear,Hopkins,TX,33.052795,-95.72123
2607,79312,1127,Amherst,Lamb,TX,34.019064,-102.419954
2608,79092,1124,Vega,Oldham,TX,35.312969,-102.446391
2609,77456,1116,Markham,Matagorda,TX,29.040018,-96.060809
2610,79778,1115,Rankin,Upton,TX,31.176246,-101.923824
2611,75489,1110,Tom Bean,Grayson,TX,33.519251,-96.484322
2612,78549,1095,Hargill,Hidalgo,TX,26.457143,-98.035415
2613,78870,1092,Knippa,Uvalde,TX,29.303817,-99.630829
2614,76652,1089,Kopperl,Bosque,TX,32.117538,-97.575601
2615,76690,1081,Walnut Springs,Bosque,TX,32.083642,-97.736491
2616,76621,1061,Abbott,Hill,TX,31.881728,-97.08541
2617,79508,1060,Buffalo Gap,Taylor,TX,32.274081,-99.826041
2618,78850,1056,D Hanis,Medina,TX,29.285285,-99.329182
2619,79042,1051,Happy,Swisher,TX,34.741356,-101.911489
2620,75933,1049,Call,Newton,TX,30.553812,-93.812696
2621,77613,1045,China,Jefferson,TX,30.052046,-94.360766
2622,77533,1045,Daisetta,Liberty,TX,30.087167,-94.599575
2623,78623,1044,Fischer,Comal,TX,29.971139,-98.228231
2624,76427,1041,Bryson,Jack,TX,33.158189,-98.377664
2625,78159,1033,Smiley,Gonzales,TX,29.231774,-97.590672
2626,75937,1033,Chireno,Nacogdoches,TX,31.465322,-94.367317
2627,75476,1031,Ravenna,Fannin,TX,33.708311,-96.240654
2628,78827,1030,Asherton,Dimmit,TX,28.421951,-99.733002
2629,79718,1029,Balmorhea,Reeves,TX,31.004969,-103.759065
2630,77597,1026,Wallisville,Chambers,TX,29.836205,-94.702009
2631,79789,1023,Wink,Winkler,TX,31.696251,-103.138992
2632,79563,1013,Tye,Taylor,TX,32.415823,-99.90623
2633,79225,1002,Chillicothe,Hardeman,TX,34.255931,-99.515204
2634,79097,1001,White Deer,Carson,TX,35.435886,-101.17836
2635,77580,999,Mont Belvieu,Chambers,TX,29.874143,-94.856891
2636,76561,997,Oglesby,Coryell,TX,31.409518,-97.531134
2637,78027,990,Kendalia,Kendall,TX,29.969074,-98.539209
2638,75976,989,Wells,Cherokee,TX,31.527552,-94.92527
2639,78558,979,La Blanca,Hidalgo,TX,26.307831,-98.039361
2640,76934,974,Carlsbad,Tom Green,TX,31.603063,-100.668988
2641,75438,973,Dodd City,Fannin,TX,33.615571,-96.072162
2642,76486,970,Perrin,Jack,TX,33.014639,-98.05319
2643,78672,960,Tow,Llano,TX,30.858836,-98.469511
2644,76070,955,Nemo,Somervell,TX,32.266142,-97.655142
2645,76372,953,Newcastle,Young,TX,33.250203,-98.925556
2646,76402,952,Stephenville,Erath,TX,32.216328,-98.217166
2647,75936,951,Chester,Tyler,TX,30.952076,-94.579622
2648,75478,947,Saltillo,Hopkins,TX,33.176532,-95.358602
2649,78877,938,Quemado,Maverick,TX,28.951173,-100.593386
2650,78066,937,Rio Medina,Medina,TX,29.501055,-98.853494
2651,75944,936,Etoile,Nacogdoches,TX,31.354095,-94.38768
2652,79547,932,Rule,Haskell,TX,33.197744,-99.905443
2653,76455,926,Gustine,Comanche,TX,31.813332,-98.384478
2654,78935,926,Alleyton,Colorado,TX,29.695487,-96.424126
2655,77615,923,Evadale,Jefferson,TX,30.327002,-94.051956
2656,79788,913,Wickett,Ward,TX,31.58214,-102.977116
2657,77010,911,Houston,Harris,TX,29.753624,-95.35981
2658,76484,909,Palo Pinto,Palo Pinto,TX,32.764096,-98.276879
2659,79257,903,Silverton,Briscoe,TX,34.457478,-101.287161
2660,79366,903,Ransom Canyon,Lubbock,TX,33.530315,-101.685343
2661,76483,895,Throckmorton,Throckmorton,TX,33.195202,-99.268024
2662,79244,894,Matador,Motley,TX,34.030397,-100.843759
2663,76250,894,Lindsay,Cooke,TX,33.630166,-97.235756
2664,78742,888,Austin,Travis,TX,30.242354,-97.6592
2665,78712,887,Austin,Travis,TX,30.282173,-97.731003
2666,78830,877,Big Wells,Dimmit,TX,28.524903,-99.50848
2667,76872,876,Rochelle,Mcculloch,TX,31.331919,-99.165902
2668,79526,873,Hermleigh,Scurry,TX,32.636295,-100.71688
2669,77475,868,Sheridan,Colorado,TX,29.488624,-96.652467
2670,78963,868,West Point,Fayette,TX,29.91692,-97.028763
2671,76890,865,Zephyr,Brown,TX,31.686677,-98.776277
2672,78419,861,Corpus Christi,Nueces,TX,27.695151,-97.269443
2673,75959,859,Milam,Sabine,TX,31.512307,-93.861732
2674,76864,857,Mullin,Mills,TX,31.553975,-98.731107
2675,79039,844,Groom,Carson,TX,35.259837,-101.096311
2676,79848,835,Sanderson,Terrell,TX,30.261302,-102.301073
2677,78146,834,Pettus,Bee,TX,28.603142,-97.838545
2678,79010,833,Boys Ranch,Oldham,TX,35.450973,-102.140605
2679,76871,823,Richland Springs,San Saba,TX,31.289123,-98.995473
2680,78949,822,Muldoon,Fayette,TX,29.833182,-97.087403
2681,77629,810,Nome,Jefferson,TX,29.97984,-94.403073
2682,77538,808,Devers,Liberty,TX,29.975277,-94.523235
2683,77624,793,Hillister,Tyler,TX,30.685013,-94.291805
2684,77990,788,Tivoli,Refugio,TX,28.484891,-96.924908
2685,75164,788,Josephine,Collin,TX,33.065971,-96.308737
2686,75448,784,Klondike,Delta,TX,33.316269,-95.788968
2687,78663,782,Round Mountain,Blanco,TX,30.402261,-98.359569
2688,77519,781,Batson,Hardin,TX,30.218325,-94.575063
2689,78953,775,Rosanky,Bastrop,TX,29.844013,-97.357996
2690,75550,775,Annona,Red River,TX,33.498221,-94.890845
2691,75247,772,Dallas,Dallas,TX,32.813735,-96.883667
2692,77857,767,Gause,Milam,TX,30.785247,-96.706056
2693,78141,767,Nordheim,De Witt,TX,28.914138,-97.632623
2694,78058,763,Mountain Home,Kerr,TX,30.095115,-99.628211
2695,76251,763,Montague,Montague,TX,33.631922,-97.688998
2696,79046,757,Higgins,Lipscomb,TX,36.163536,-100.121753
2697,79063,754,Nazareth,Castro,TX,34.531086,-102.09627
2698,78592,752,Santa Maria,Cameron,TX,26.062006,-97.846971
2699,75488,747,Telephone,Fannin,TX,33.778767,-95.996778
2700,75411,740,Arthur City,Lamar,TX,33.866542,-95.639723
2701,78535,732,Combes,Cameron,TX,26.252832,-97.743596
2702,76681,732,Richland,Navarro,TX,31.893446,-96.433731
2703,79713,725,Ackerly,Dawson,TX,32.489818,-101.754488
2704,75960,725,Moscow,Polk,TX,30.912856,-94.865672
2705,77663,720,Village Mills,Hardin,TX,30.513226,-94.394328
2706,75421,719,Brookston,Lamar,TX,33.661952,-95.731361
2707,78843,713,Laughlin A F B,Val Verde,TX,29.358463,-100.776883
2708,76832,709,Cherokee,San Saba,TX,30.985777,-98.735535
2709,75784,708,Reklaw,Cherokee,TX,31.872135,-94.974153
2710,79044,694,Hartley,Hartley,TX,35.863447,-102.367722
2711,75566,686,Marietta,Cass,TX,33.148176,-94.491749
2712,78050,682,Leming,Atascosa,TX,29.070547,-98.48181
2713,76631,681,Bynum,Hill,TX,31.975524,-96.977168
2714,76379,680,Scotland,Archer,TX,33.668239,-98.489118
2715,75838,679,Donie,Freestone,TX,31.4789,-96.229757
2716,79852,676,Terlingua,Brewster,TX,29.39623,-103.617232
2717,79532,671,Loraine,Mitchell,TX,32.404869,-100.711396
2718,79367,667,Smyer,Hockley,TX,33.621453,-102.190786
2719,76866,662,Paint Rock,Concho,TX,31.460967,-99.933766
2720,75412,659,Bagwell,Red River,TX,33.801868,-95.151966
2721,78671,659,Stonewall,Gillespie,TX,30.218956,-98.629901
2722,79059,652,Miami,Roberts,TX,35.830763,-100.765905
2723,76649,646,Iredell,Bosque,TX,32.001589,-97.882698
2724,75101,643,Bardwell,Ellis,TX,32.270032,-96.702494
2725,79087,637,Texline,Dallam,TX,36.2878,-102.913883
2726,77623,634,High Island,Galveston,TX,29.561256,-94.414021
2727,78330,633,Agua Dulce,Nueces,TX,27.742626,-97.915651
2728,77991,631,Vanderbilt,Jackson,TX,28.798662,-96.614555
2729,79528,625,Jayton,Kent,TX,33.192636,-100.893642
2730,76660,624,Malone,Hill,TX,31.924604,-96.904503
2731,79742,617,Grandfalls,Ward,TX,31.34204,-102.868447
2732,78067,615,San Ygnacio,Zapata,TX,27.128042,-99.331147
2733,78944,614,Industry,Austin,TX,30.027584,-96.496486
2734,77369,612,Rye,Liberty,TX,30.421815,-94.73533
2735,78635,609,Hye,Blanco,TX,30.182914,-98.566548
2736,78044,600,Laredo,Webb,TX,27.751747,-99.126085
2737,78358,599,Fulton,Aransas,TX,28.067949,-97.042232
2738,78349,598,Concepcion,Duval,TX,27.373485,-98.285472
2739,76827,592,Brookesmith,Brown,TX,31.517913,-99.135467
2740,75493,589,Winfield,Titus,TX,33.146015,-95.107952
2741,79054,584,Lefors,Gray,TX,35.374819,-100.821516
2742,78548,583,Grulla,Starr,TX,26.274827,-98.654824
2743,77444,582,Guy,Fort Bend,TX,29.286377,-95.777811
2744,77978,576,Point Comfort,Calhoun,TX,28.667111,-96.570992
2745,75682,572,New London,Rusk,TX,32.250339,-94.936535
2746,75153,571,Powell,Navarro,TX,32.158265,-96.329632
2747,77457,560,Matagorda,Matagorda,TX,28.730987,-95.882466
2748,75853,559,Montalba,Anderson,TX,31.946873,-95.814467
2749,79506,555,Blackwell,Nolan,TX,32.106426,-100.313408
2750,79379,551,Whiteface,Cochran,TX,33.510507,-102.646422
2751,78161,550,Sutherland Springs,Wilson,TX,29.293499,-98.057016
2752,78614,547,Cost,Gonzales,TX,29.41041,-97.587174
2753,77466,539,Pattison,Waller,TX,29.792687,-96.012215
2754,78057,520,Moore,Frio,TX,29.037278,-99.001103
2755,78351,519,Driscoll,Nueces,TX,27.673154,-97.759701
2756,76357,517,Byers,Clay,TX,34.081265,-98.183817
2757,76464,516,Moran,Shackelford,TX,32.556004,-99.164736
2758,76041,514,Forreston,Ellis,TX,32.237671,-96.842047
2759,77977,513,Placedo,Victoria,TX,28.695562,-96.794157
2760,78117,512,Hobson,Karnes,TX,28.938338,-97.923572
2761,77560,510,Hankamer,Chambers,TX,29.870622,-94.602137
2762,77376,508,Votaw,Hardin,TX,30.443771,-94.663769
2763,78072,508,Tilden,Mcmullen,TX,28.310347,-98.573186
2764,77374,507,Thicket,Hardin,TX,30.396003,-94.62375
2765,79034,501,Follett,Lipscomb,TX,36.359771,-100.157216
2766,79749,492,Lenorah,Martin,TX,32.289048,-101.871764
2767,78886,490,Yancey,Medina,TX,29.135837,-99.168888
2768,76445,486,Desdemona,Eastland,TX,32.302818,-98.552383
2769,78561,482,Lasara,Willacy,TX,26.477435,-97.921496
2770,76598,482,Gatesville,Coryell,TX,31.47532,-97.735455
2771,79255,480,Quitaque,Briscoe,TX,34.349913,-101.050762
2772,79342,479,Loop,Gaines,TX,32.908208,-102.3366
2773,78339,476,Banquete,Nueces,TX,27.805059,-97.792233
2774,79544,475,Rochester,Haskell,TX,33.301509,-99.8529
2775,78932,470,Carmine,Fayette,TX,30.164042,-96.71828
2776,77453,469,Lane City,Wharton,TX,29.213766,-95.999923
2777,76491,466,Woodson,Throckmorton,TX,33.036872,-99.048807
2778,79719,465,Barstow,Ward,TX,31.460655,-103.404137
2779,76637,461,Cranfills Gap,Bosque,TX,31.769003,-97.804426
2780,77470,456,Rock Island,Colorado,TX,29.537157,-96.546208
2781,79237,454,Hedley,Donley,TX,34.918283,-100.645545
2782,79080,453,Skellytown,Carson,TX,35.74865,-101.213702
2783,79229,451,Dickens,Dickens,TX,33.665706,-100.676563
2784,79530,450,Lawn,Taylor,TX,32.118932,-99.748801
2785,76463,450,Mingus,Palo Pinto,TX,32.455408,-98.418168
2786,76875,449,Rowena,Runnels,TX,31.602931,-99.999545
2787,79733,449,Forsan,Howard,TX,32.102911,-101.365434
2788,77974,448,Meyersville,De Witt,TX,28.896922,-97.321741
2789,78376,447,Realitos,Duval,TX,27.421353,-98.514272
2790,75977,444,Wiergate,Newton,TX,31.065029,-93.786624
2791,76435,443,Carbon,Eastland,TX,32.242637,-98.85714
2792,79561,440,Trent,Taylor,TX,32.515491,-100.195108
2793,78340,437,Bayside,Refugio,TX,28.120701,-97.19689
2794,76460,433,Loving,Young,TX,33.306457,-98.500273
2795,79350,428,New Deal,Lubbock,TX,33.731452,-101.825895
2796,78122,427,Leesville,Gonzales,TX,29.428917,-97.735834
2797,77994,424,Westhoff,De Witt,TX,29.178194,-97.47155
2798,75565,419,Mc Leod,Cass,TX,32.926794,-94.071475
2799,78243,419,San Antonio,Bexar,TX,29.370752,-98.593203
2800,78344,419,Bruni,Webb,TX,27.480039,-98.864746
2801,76377,415,Petrolia,Clay,TX,34.008318,-98.258589
2802,75481,412,Sulphur Bluff,Hopkins,TX,33.320015,-95.373479
2803,77614,408,Deweyville,Newton,TX,30.299774,-93.772977
2804,77476,402,Simonton,Fort Bend,TX,29.687606,-95.95226
2805,76363,399,Goree,Knox,TX,33.475952,-99.551825
2806,79842,397,Marathon,Brewster,TX,30.085732,-103.11774
2807,78162,393,Tuleta,Bee,TX,28.589961,-97.773497
2808,79024,393,Darrouzett,Lipscomb,TX,36.439773,-100.369084
2809,79533,392,Lueders,Jones,TX,32.857171,-99.55149
2810,78385,391,Sarita,Kenedy,TX,27.139357,-97.90137
2811,77443,390,Glen Flora,Wharton,TX,29.349096,-96.191821
2812,76253,383,Myra,Cooke,TX,33.615855,-97.310834
2813,78369,378,Mirando City,Webb,TX,27.36513,-98.996708
2814,79261,370,Turkey,Hall,TX,34.447226,-100.809848
2815,75492,369,Windom,Fannin,TX,33.584371,-95.993541
2816,78608,367,Briggs,Burnet,TX,30.936006,-97.934579
2817,79098,365,Wildorado,Oldham,TX,35.15335,-102.216656
2818,77483,360,Wadsworth,Matagorda,TX,28.788475,-95.839228
2819,79256,359,Roaring Springs,Motley,TX,33.900389,-100.745875
2820,77988,356,Telferner,Victoria,TX,28.83905,-96.889623
2821,75415,353,Ben Franklin,Delta,TX,33.462218,-95.757461
2822,77334,352,Dodge,Walker,TX,30.781834,-95.373441
2823,78008,351,Campbellton,Atascosa,TX,28.703692,-98.263517
2824,76519,350,Burlington,Milam,TX,31.020832,-97.12069
2825,78618,348,Doss,Gillespie,TX,30.465163,-99.156225
2826,78342,342,Ben Bolt,Jim Wells,TX,27.65992,-98.07572
2827,78536,340,Delmita,Starr,TX,26.649282,-98.451125
2828,79743,339,Imperial,Pecos,TX,31.185703,-102.593762
2829,77970,337,La Ward,Jackson,TX,28.846631,-96.428807
2830,76077,333,Rainbow,Somervell,TX,32.278261,-97.691539
2831,78116,331,Gillett,Karnes,TX,29.102258,-97.743874
2832,79018,330,Channing,Hartley,TX,35.748254,-102.213391
2833,76474,327,Sidney,Comanche,TX,31.976523,-98.793857
2834,77507,326,Pasadena,Harris,TX,29.624554,-95.063488
2835,78931,326,Bleiblerville,Austin,TX,30.024253,-96.451051
2836,76370,325,Megargel,Archer,TX,33.527396,-98.884782
2837,78585,323,Salineno,Starr,TX,26.523344,-99.111146
2838,78353,320,Encino,Brooks,TX,26.880517,-98.216213
2839,78948,320,Lincoln,Lee,TX,30.321105,-96.976365
2840,78107,316,Berclair,Goliad,TX,28.568278,-97.579237
2841,77867,315,Mumford,Robertson,TX,30.743004,-96.548436
2842,78883,314,Tarpley,Bandera,TX,29.678299,-99.316603
2843,78938,314,Ellinger,Fayette,TX,29.806557,-96.686537
2844,79378,312,Wellman,Terry,TX,33.058133,-102.474677
2845,77878,312,Snook,Burleson,TX,30.471289,-96.438138
2846,75469,310,Pecan Gap,Delta,TX,33.421409,-95.810604
2847,79505,307,Benjamin,Knox,TX,33.577057,-99.809712
2848,76854,306,London,Kimble,TX,30.694786,-99.581344
2849,78675,304,Willow City,Gillespie,TX,30.434638,-98.707142
2850,76858,300,Melvin,Mcculloch,TX,31.176951,-99.616412
2851,78590,298,San Perlita,Willacy,TX,26.508366,-97.647775
2852,78563,293,Linn,Hidalgo,TX,26.654454,-98.259766
2853,77359,292,Oakhurst,San Jacinto,TX,30.751892,-95.301591
2854,76852,291,Lohn,Mcculloch,TX,31.357441,-99.457184
2855,75413,287,Bailey,Fannin,TX,33.44144,-96.179163
2856,79783,279,Tarzan,Martin,TX,32.321673,-102.042298
2857,79748,277,Knott,Howard,TX,32.408047,-101.651732
2858,76842,277,Fredonia,Mason,TX,30.93982,-99.079893
2859,76238,276,Era,Cooke,TX,33.479016,-97.351845
2860,78661,272,Prairie Lea,Caldwell,TX,29.72192,-97.758948
2861,79220,271,Afton,Dickens,TX,33.753501,-100.794632
2862,78567,269,Los Indios,Cameron,TX,26.052713,-97.740451
2863,78943,269,Glidden,Colorado,TX,29.708998,-96.615598
2864,77458,269,Midfield,Matagorda,TX,28.951217,-96.237096
2865,79062,267,Morse,Hansford,TX,36.030479,-101.507597
2866,79781,267,Sheffield,Pecos,TX,30.596998,-101.78453
2867,79236,265,Guthrie,King,TX,33.710684,-100.384217
2868,79538,264,Novice,Coleman,TX,31.970613,-99.684164
2869,77655,264,Sabine Pass,Jefferson,TX,29.710502,-93.93785
2870,76261,261,Ringgold,Montague,TX,33.793074,-97.963802
2871,78591,260,Santa Elena,Starr,TX,26.582929,-98.521632
2872,76845,256,Gouldbusk,Coleman,TX,31.538066,-99.488185
2873,78352,256,Edroy,San Patricio,TX,27.962924,-97.679027
2874,76623,254,Avalon,Ellis,TX,32.211123,-96.752827
2875,76666,254,Mertens,Hill,TX,32.043976,-96.91458
2876,76882,250,Talpa,Coleman,TX,31.816904,-99.702274
2877,78075,249,Whitsett,Live Oak,TX,28.626039,-98.377249
2878,79837,249,Dell City,Hudspeth,TX,32.233577,-105.286558
2879,75105,248,Chatfield,Navarro,TX,32.26301,-96.387663
2880,76678,246,Prairie Hill,Limestone,TX,31.661096,-96.760043
2881,77876,246,Shiro,Grimes,TX,30.600186,-95.875351
2882,79377,246,Welch,Dawson,TX,32.929648,-102.133506
2883,75780,242,New Summerfield,Cherokee,TX,31.99102,-95.091844
2884,78622,238,Fentress,Caldwell,TX,29.754521,-97.775837
2885,76676,238,Penelope,Hill,TX,31.863748,-96.951488
2886,76870,238,Priddy,Mills,TX,31.627357,-98.546717
2887,79344,238,Maple,Bailey,TX,33.844961,-102.930411
2888,76885,234,Valley Spring,Llano,TX,30.858957,-98.861313
2889,75157,233,Rosser,Kaufman,TX,32.464756,-96.43952
2890,76388,231,Weinert,Haskell,TX,33.322836,-99.642126
2891,76566,231,Purmela,Coryell,TX,31.55244,-98.048509
2892,79730,229,Coyanosa,Pecos,TX,31.169521,-103.085135
2893,78012,227,Christine,Atascosa,TX,28.764536,-98.48596
2894,79517,226,Fluvanna,Scurry,TX,32.879511,-101.246784
2895,78802,226,Uvalde,Uvalde,TX,29.151012,-100.01587
2896,79527,225,Ira,Scurry,TX,32.593166,-101.059442
2897,76268,224,Southmayd,Grayson,TX,33.627623,-96.767396
2898,78391,223,Tynan,Bee,TX,28.179576,-97.708393
2899,79539,221,O Brien,Haskell,TX,33.361114,-99.876875
2900,77855,218,Flynn,Leon,TX,31.133325,-96.136815
2901,77987,218,Sweet Home,Lavaca,TX,29.342572,-97.075651
2902,79566,218,Wingate,Runnels,TX,32.109022,-100.134603
2903,76865,216,Norton,Runnels,TX,31.858516,-100.165338
2904,75764,212,Gallatin,Cherokee,TX,31.895427,-95.14372
2905,78837,212,Comstock,Val Verde,TX,29.83722,-101.212436
2906,76862,210,Millersview,Concho,TX,31.411505,-99.682323
2907,78564,205,Lopeno,Zapata,TX,26.678196,-99.103088
2908,79834,202,Big Bend National Park,Brewster,TX,29.166114,-103.270536
2909,78545,202,Falcon Heights,Starr,TX,26.587174,-99.119871
2910,79003,202,Allison,Wheeler,TX,35.581845,-100.068724
2911,79011,202,Briscoe,Wheeler,TX,35.63422,-100.231976
2912,75934,201,Camden,Polk,TX,30.894878,-94.759082
